user_id,assigned_at,variant,channel,device,age_band,prior_investor,landing_page_view,started_application,completed_kyc,funded_account,account_opened,initial_assets_usd
103286,2026-08-14 23:03:04,A,Direct,Mobile,55+,0,1,1,1,1,0,0.0
103287,2026-08-14 02:47:56,A,Organic Search,Mobile,35-44,1,1,0,0,0,0,0.0
103288,2026-08-21 09:01:51,A,Social,Desktop,35-44,1,1,0,0,0,0,0.0
103289,2026-08-05 12:16:10,A,Social,Mobile,35-44,1,1,1,1,1,0,0.0
103290,2026-08-01 12:46:42,B,Paid Search,Mobile,35-44,0,1,0,0,0,0,0.0
103291,2026-08-05 19:30:42,A,Email,Desktop,25-34,1,1,1,0,0,0,0.0
103292,2026-08-09 06:42:19,B,Social,Mobile,25-34,0,1,1,0,0,0,0.0
103293,2026-08-14 09:32:02,B,Email,Mobile,25-34,0,1,1,0,0,0,0.0
103294,2026-08-13 21:47:24,B,Paid Search,Mobile,35-44,0,1,0,0,0,0,0.0
103295,2026-08-26 10:02:35,B,Direct,Mobile,45-54,0,1,0,0,0,0,0.0
103296,2026-08-21 15:33:26,B,Partner,Mobile,18-24,0,1,1,1,1,1,2020.63
103297,2026-08-27 19:46:54,B,Organic Search,Mobile,35-44,0,1,1,0,0,0,0.0
103298,2026-08-22 17:40:06,A,Direct,Mobile,35-44,0,1,0,0,0,0,0.0
103299,2026-08-09 07:46:14,A,Email,Desktop,55+,1,1,0,0,0,0,0.0
103300,2026-08-08 06:41:29,B,Email,Mobile,45-54,0,1,1,1,0,0,0.0
103301,2026-08-28 09:31:48,B,Direct,Desktop,25-34,0,1,1,1,0,0,0.0
103302,2026-08-25 23:43:16,B,Partner,Desktop,35-44,0,1,0,0,0,0,0.0
103303,2026-08-21 12:47:09,A,Paid Search,Mobile,35-44,1,1,1,1,1,1,1847.01
103304,2026-08-05 13:49:55,A,Paid Search,Desktop,35-44,1,1,0,0,0,0,0.0
103305,2026-08-11 17:09:39,A,Direct,Mobile,55+,0,1,0,0,0,0,0.0
103306,2026-08-24 08:10:54,B,Email,Mobile,35-44,0,1,1,1,1,1,76553.33
103307,2026-08-28 20:39:13,A,Paid Search,Desktop,25-34,0,1,1,1,1,1,6407.59
103308,2026-08-18 20:41:16,A,Partner,Mobile,35-44,0,1,1,1,0,0,0.0
103309,2026-08-16 09:50:20,A,Organic Search,Desktop,25-34,1,1,1,1,1,0,0.0
103310,2026-08-22 04:33:11,A,Social,Mobile,18-24,0,1,1,1,1,0,0.0
103311,2026-08-26 08:28:02,A,Email,Mobile,35-44,1,1,1,0,0,0,0.0
103312,2026-08-03 14:36:31,B,Email,Mobile,25-34,0,1,1,0,0,0,0.0
103313,2026-08-27 17:52:38,A,Organic Search,Mobile,35-44,0,1,0,0,0,0,0.0
103314,2026-08-03 05:09:47,B,Paid Search,Tablet,45-54,0,1,1,1,1,1,16727.56
103315,2026-08-15 22:15:09,B,Organic Search,Mobile,25-34,0,1,0,0,0,0,0.0
103316,2026-08-05 19:02:50,B,Direct,Desktop,18-24,0,1,0,0,0,0,0.0
103317,2026-08-16 21:41:13,B,Social,Mobile,18-24,0,1,1,1,0,0,0.0
103318,2026-08-18 15:19:42,B,Direct,Desktop,55+,0,1,1,1,0,0,0.0
103319,2026-08-05 04:48:36,A,Social,Mobile,18-24,1,1,0,0,0,0,0.0
103320,2026-08-03 01:27:28,B,Organic Search,Mobile,55+,0,1,1,0,0,0,0.0
103321,2026-08-12 13:14:42,A,Partner,Mobile,55+,0,1,0,0,0,0,0.0
103322,2026-08-17 05:30:22,A,Organic Search,Mobile,18-24,0,1,1,0,0,0,0.0
103323,2026-08-17 11:44:23,A,Paid Search,Desktop,35-44,0,1,1,1,0,0,0.0
103324,2026-08-08 22:37:48,A,Social,Mobile,45-54,0,1,0,0,0,0,0.0
103325,2026-08-10 06:45:55,A,Organic Search,Mobile,18-24,1,1,0,0,0,0,0.0
103326,2026-08-13 20:36:49,B,Organic Search,Desktop,35-44,0,1,0,0,0,0,0.0
103327,2026-08-24 07:12:28,B,Direct,Desktop,35-44,0,1,1,1,0,0,0.0
103328,2026-08-04 03:48:39,B,Paid Search,Tablet,35-44,0,1,1,1,1,1,4896.52
103329,2026-08-18 14:06:33,A,Social,Desktop,35-44,1,1,1,1,1,1,4659.5
103330,2026-08-12 07:52:34,B,Direct,Desktop,45-54,0,1,1,1,1,1,4201.88
103331,2026-08-02 17:02:25,A,Partner,Mobile,25-34,0,1,0,0,0,0,0.0
103332,2026-08-21 00:49:52,A,Organic Search,Desktop,55+,0,1,1,1,1,1,14869.67
103333,2026-08-02 14:14:46,B,Organic Search,Mobile,25-34,1,1,1,1,1,0,0.0
103334,2026-08-24 22:20:36,B,Direct,Desktop,55+,0,1,1,1,1,1,12802.49
103335,2026-08-13 05:19:51,A,Organic Search,Desktop,45-54,0,1,0,0,0,0,0.0
103336,2026-08-22 01:15:02,B,Social,Tablet,45-54,0,1,1,1,0,0,0.0
103337,2026-08-18 04:41:16,B,Email,Desktop,55+,1,1,1,1,0,0,0.0
103338,2026-08-23 22:50:44,B,Email,Desktop,55+,1,1,0,0,0,0,0.0
103339,2026-08-12 01:20:30,A,Social,Mobile,25-34,0,1,1,1,1,1,18143.62
103340,2026-08-01 13:52:56,A,Direct,Mobile,45-54,1,1,0,0,0,0,0.0
103341,2026-08-28 08:25:28,A,Paid Search,Desktop,35-44,0,1,0,0,0,0,0.0
103342,2026-08-03 10:45:09,A,Email,Mobile,35-44,1,1,0,0,0,0,0.0
103343,2026-08-24 11:08:40,A,Paid Search,Desktop,18-24,1,1,1,1,1,1,6745.95
103344,2026-08-21 23:21:45,B,Paid Search,Mobile,35-44,1,1,1,1,1,1,8825.68
103345,2026-08-19 03:23:19,A,Organic Search,Desktop,18-24,0,1,0,0,0,0,0.0
103346,2026-08-27 19:31:18,B,Social,Desktop,25-34,0,1,1,1,1,0,0.0
103347,2026-08-23 12:53:58,A,Partner,Desktop,18-24,1,1,1,0,0,0,0.0
103348,2026-08-25 05:56:53,B,Direct,Tablet,25-34,1,1,1,1,1,1,4421.88
103349,2026-08-17 03:43:16,B,Paid Search,Mobile,55+,1,1,0,0,0,0,0.0
103350,2026-08-12 12:17:00,A,Social,Desktop,45-54,1,1,1,1,1,1,3044.74
103351,2026-08-25 17:15:30,B,Paid Search,Mobile,18-24,0,1,1,1,0,0,0.0
103352,2026-08-08 02:45:41,A,Direct,Mobile,45-54,0,1,1,1,1,1,8061.94
103353,2026-08-03 10:00:59,A,Direct,Desktop,45-54,0,1,0,0,0,0,0.0
103354,2026-08-26 13:29:47,A,Paid Search,Desktop,45-54,1,1,1,1,1,1,4475.24
103355,2026-08-14 21:21:54,A,Organic Search,Desktop,35-44,1,1,1,1,0,0,0.0
103356,2026-08-01 12:37:55,B,Paid Search,Mobile,18-24,1,1,0,0,0,0,0.0
103357,2026-08-14 21:54:20,B,Organic Search,Desktop,35-44,1,1,1,1,1,1,3724.61
103358,2026-08-13 17:26:17,A,Social,Mobile,25-34,1,1,1,1,0,0,0.0
103359,2026-08-10 18:28:01,B,Paid Search,Mobile,35-44,0,1,1,0,0,0,0.0
103360,2026-08-27 11:53:01,B,Organic Search,Mobile,35-44,0,1,1,1,1,1,7829.39
103361,2026-08-05 23:05:33,A,Email,Mobile,18-24,0,1,1,1,1,1,1722.68
103362,2026-08-19 13:16:10,A,Direct,Desktop,35-44,0,1,1,1,0,0,0.0
103363,2026-08-18 17:17:44,A,Email,Mobile,25-34,0,1,1,1,1,1,2641.96
103364,2026-08-03 12:26:23,B,Paid Search,Tablet,45-54,0,1,1,1,1,1,54435.37
103365,2026-08-26 20:57:18,A,Organic Search,Desktop,55+,1,1,0,0,0,0,0.0
103366,2026-08-03 15:06:29,A,Paid Search,Mobile,35-44,0,1,0,0,0,0,0.0
103367,2026-08-24 17:56:51,B,Paid Search,Mobile,35-44,0,1,1,0,0,0,0.0
103368,2026-08-25 00:43:18,B,Partner,Tablet,18-24,0,1,1,1,0,0,0.0
103369,2026-08-18 00:01:59,A,Organic Search,Desktop,25-34,0,1,1,1,0,0,0.0
103370,2026-08-24 19:15:01,B,Organic Search,Tablet,25-34,1,1,0,0,0,0,0.0
103371,2026-08-10 07:33:27,B,Organic Search,Desktop,45-54,0,1,1,1,1,1,3059.33
103372,2026-08-17 10:40:58,A,Direct,Desktop,55+,0,1,0,0,0,0,0.0
103373,2026-08-21 05:49:42,B,Paid Search,Desktop,45-54,1,1,1,1,1,1,11986.5
103374,2026-08-28 10:08:30,A,Direct,Desktop,25-34,1,1,1,0,0,0,0.0
103375,2026-08-17 17:24:25,A,Social,Desktop,35-44,0,1,1,1,0,0,0.0
103376,2026-08-09 03:08:15,A,Partner,Desktop,55+,0,1,0,0,0,0,0.0
103377,2026-08-17 08:39:22,A,Organic Search,Mobile,18-24,0,1,0,0,0,0,0.0
103378,2026-08-24 02:42:41,A,Organic Search,Desktop,25-34,0,1,1,0,0,0,0.0
103379,2026-08-18 19:26:54,A,Social,Mobile,18-24,1,1,0,0,0,0,0.0
103380,2026-08-01 21:41:17,B,Social,Desktop,35-44,1,1,1,1,0,0,0.0
103381,2026-08-15 12:25:52,B,Social,Desktop,45-54,0,1,1,1,1,1,7396.95
103382,2026-08-04 15:30:18,A,Social,Desktop,25-34,0,1,0,0,0,0,0.0
103383,2026-08-26 01:43:59,A,Social,Desktop,25-34,0,1,1,1,1,1,3439.68
103384,2026-08-22 09:08:25,B,Partner,Mobile,25-34,0,1,1,1,1,1,6462.63
103385,2026-08-21 23:40:05,A,Partner,Desktop,35-44,1,1,0,0,0,0,0.0
103386,2026-08-19 23:53:52,A,Organic Search,Desktop,25-34,0,1,1,1,1,1,1440.19
103387,2026-08-17 02:01:18,A,Paid Search,Mobile,25-34,1,1,0,0,0,0,0.0
103388,2026-08-28 16:30:16,B,Email,Mobile,18-24,0,1,0,0,0,0,0.0
103389,2026-08-03 21:51:54,B,Paid Search,Desktop,25-34,0,1,1,1,1,1,4591.78
103390,2026-08-11 17:57:40,B,Organic Search,Desktop,45-54,0,1,1,1,0,0,0.0
103391,2026-08-26 22:02:12,A,Email,Mobile,25-34,0,1,0,0,0,0,0.0
103392,2026-08-23 18:54:40,B,Partner,Mobile,35-44,0,1,1,1,1,1,4673.77
103393,2026-08-10 01:49:52,A,Organic Search,Desktop,45-54,1,1,1,0,0,0,0.0
103394,2026-08-24 22:54:54,A,Direct,Tablet,25-34,0,1,0,0,0,0,0.0
103395,2026-08-06 01:05:28,B,Organic Search,Desktop,35-44,0,1,0,0,0,0,0.0
103396,2026-08-11 15:35:14,B,Social,Mobile,25-34,1,1,1,1,1,1,4622.47
103397,2026-08-07 23:11:31,A,Paid Search,Mobile,55+,0,1,1,0,0,0,0.0
103398,2026-08-16 07:04:08,A,Paid Search,Desktop,18-24,0,1,1,1,1,1,9585.69
103399,2026-08-18 18:58:31,B,Direct,Desktop,35-44,0,1,1,0,0,0,0.0
103400,2026-08-26 06:22:06,B,Partner,Mobile,55+,0,1,1,1,0,0,0.0
103401,2026-08-23 20:09:03,B,Paid Search,Desktop,45-54,1,1,0,0,0,0,0.0
103402,2026-08-05 18:37:52,A,Social,Desktop,25-34,0,1,1,1,1,0,0.0
103403,2026-08-13 21:35:18,B,Email,Mobile,35-44,0,1,0,0,0,0,0.0
103404,2026-08-07 05:26:17,B,Organic Search,Mobile,18-24,1,1,1,1,1,1,6626.06
103405,2026-08-24 03:16:54,B,Organic Search,Mobile,25-34,0,1,1,1,0,0,0.0
103406,2026-08-19 00:49:01,A,Direct,Desktop,25-34,0,1,1,1,0,0,0.0
103407,2026-08-22 09:20:58,A,Paid Search,Mobile,18-24,1,1,1,1,1,1,2566.11
103408,2026-08-07 20:01:44,A,Paid Search,Tablet,25-34,0,1,1,0,0,0,0.0
103409,2026-08-25 23:46:13,A,Partner,Mobile,45-54,1,1,1,1,1,1,5496.0
103410,2026-08-06 07:48:35,A,Organic Search,Mobile,35-44,0,1,1,1,0,0,0.0
103411,2026-08-01 11:44:51,B,Paid Search,Tablet,55+,1,1,1,1,0,0,0.0
103412,2026-08-05 22:57:56,A,Direct,Mobile,25-34,0,1,1,1,1,1,1825.43
103413,2026-08-05 13:39:14,B,Paid Search,Mobile,35-44,1,1,0,0,0,0,0.0
103414,2026-08-04 12:21:04,A,Social,Mobile,45-54,1,1,1,1,1,1,11785.56
103415,2026-08-25 13:40:27,A,Organic Search,Desktop,45-54,0,1,0,0,0,0,0.0
103416,2026-08-08 19:07:27,B,Partner,Desktop,45-54,1,1,1,1,1,1,19359.18
103417,2026-08-28 07:24:30,A,Organic Search,Mobile,25-34,0,1,0,0,0,0,0.0
103418,2026-08-24 22:37:51,A,Organic Search,Desktop,35-44,0,1,0,0,0,0,0.0
103419,2026-08-09 04:51:12,A,Organic Search,Mobile,55+,0,1,1,1,1,1,9314.39
103420,2026-08-23 21:29:52,B,Email,Desktop,35-44,0,1,1,1,0,0,0.0
103421,2026-08-04 21:42:49,B,Direct,Mobile,25-34,1,1,0,0,0,0,0.0
103422,2026-08-04 14:54:23,B,Paid Search,Mobile,18-24,1,1,0,0,0,0,0.0
103423,2026-08-26 18:37:19,B,Organic Search,Mobile,35-44,0,1,1,0,0,0,0.0
103424,2026-08-04 10:14:23,A,Paid Search,Desktop,55+,0,1,1,1,1,1,22187.69
103425,2026-08-17 00:24:35,B,Partner,Mobile,25-34,0,1,0,0,0,0,0.0
103426,2026-08-22 17:12:16,B,Organic Search,Desktop,55+,0,1,0,0,0,0,0.0
103427,2026-08-07 11:16:03,B,Email,Desktop,25-34,0,1,1,1,1,1,23096.69
103428,2026-08-18 20:46:26,B,Social,Tablet,35-44,0,1,1,1,1,1,8216.41
103429,2026-08-27 08:57:49,B,Direct,Desktop,35-44,0,1,1,1,1,1,5397.99
103430,2026-08-26 02:04:17,A,Direct,Desktop,45-54,0,1,0,0,0,0,0.0
103431,2026-08-09 00:28:44,B,Organic Search,Mobile,35-44,0,1,1,1,0,0,0.0
103432,2026-08-20 05:34:15,B,Email,Desktop,25-34,0,1,1,1,1,1,6476.91
103433,2026-08-06 12:48:28,B,Organic Search,Desktop,55+,0,1,1,1,0,0,0.0
103434,2026-08-07 21:13:41,B,Social,Mobile,35-44,0,1,1,0,0,0,0.0
103435,2026-08-27 10:33:28,B,Organic Search,Desktop,18-24,1,1,0,0,0,0,0.0
103436,2026-08-06 12:15:28,B,Organic Search,Desktop,35-44,0,1,0,0,0,0,0.0
103437,2026-08-12 20:25:20,A,Paid Search,Mobile,35-44,1,1,1,1,0,0,0.0
103438,2026-08-12 23:07:48,A,Partner,Desktop,18-24,0,1,0,0,0,0,0.0
103439,2026-08-17 16:36:21,B,Social,Mobile,45-54,0,1,0,0,0,0,0.0
103440,2026-08-17 07:40:23,B,Organic Search,Tablet,35-44,1,1,1,1,1,1,6050.86
103441,2026-08-28 01:49:00,B,Paid Search,Mobile,18-24,0,1,1,1,1,1,8637.37
103442,2026-08-10 21:10:23,B,Organic Search,Tablet,25-34,0,1,0,0,0,0,0.0
103443,2026-08-28 00:30:53,B,Paid Search,Desktop,35-44,1,1,0,0,0,0,0.0
103444,2026-08-16 20:12:02,A,Social,Desktop,55+,0,1,0,0,0,0,0.0
103445,2026-08-04 10:41:15,A,Direct,Desktop,35-44,0,1,0,0,0,0,0.0
103446,2026-08-09 04:42:55,B,Direct,Mobile,55+,0,1,1,1,1,1,2996.02
103447,2026-08-22 14:41:46,A,Partner,Desktop,45-54,0,1,1,1,1,1,4601.62
103448,2026-08-04 01:13:45,B,Paid Search,Mobile,35-44,0,1,1,1,1,1,2492.32
103449,2026-08-10 18:07:20,B,Direct,Mobile,35-44,0,1,1,0,0,0,0.0
103450,2026-08-03 07:38:59,A,Direct,Desktop,45-54,1,1,0,0,0,0,0.0
103451,2026-08-20 14:46:54,B,Email,Mobile,35-44,0,1,1,0,0,0,0.0
103452,2026-08-11 19:32:19,A,Partner,Mobile,35-44,1,1,0,0,0,0,0.0
103453,2026-08-02 10:49:15,A,Partner,Desktop,25-34,1,1,1,1,0,0,0.0
103454,2026-08-01 07:43:18,A,Direct,Tablet,35-44,0,1,1,0,0,0,0.0
103455,2026-08-08 03:05:37,B,Organic Search,Mobile,45-54,0,1,0,0,0,0,0.0
103456,2026-08-16 22:06:47,A,Organic Search,Mobile,25-34,0,1,0,0,0,0,0.0
103457,2026-08-01 05:24:37,A,Partner,Tablet,25-34,1,1,1,0,0,0,0.0
103458,2026-08-27 18:55:52,A,Paid Search,Mobile,25-34,1,1,0,0,0,0,0.0
103459,2026-08-24 06:13:26,A,Direct,Desktop,18-24,1,1,1,1,1,1,5687.28
103460,2026-08-19 01:15:57,B,Social,Tablet,55+,1,1,0,0,0,0,0.0
103461,2026-08-23 17:07:14,A,Direct,Mobile,55+,0,1,1,1,1,0,0.0
103462,2026-08-05 16:31:45,B,Organic Search,Desktop,25-34,1,1,1,1,1,1,16737.46
103463,2026-08-23 21:15:34,A,Email,Mobile,45-54,0,1,1,1,0,0,0.0
103464,2026-08-04 03:59:46,B,Direct,Desktop,25-34,0,1,0,0,0,0,0.0
103465,2026-08-22 18:34:57,A,Email,Mobile,35-44,0,1,1,1,0,0,0.0
103466,2026-08-22 20:39:15,B,Social,Desktop,35-44,0,1,0,0,0,0,0.0
103467,2026-08-10 12:49:19,A,Direct,Desktop,45-54,1,1,1,1,0,0,0.0
103468,2026-08-04 21:02:51,B,Organic Search,Desktop,35-44,0,1,1,1,1,1,3123.4
103469,2026-08-20 10:28:48,B,Organic Search,Desktop,25-34,0,1,1,1,1,1,3836.1
103470,2026-08-02 12:26:24,B,Direct,Mobile,25-34,0,1,0,0,0,0,0.0
103471,2026-08-14 03:27:07,B,Organic Search,Mobile,25-34,1,1,1,1,1,1,5775.94
103472,2026-08-27 00:23:25,A,Paid Search,Mobile,55+,1,1,1,1,1,1,6792.02
103473,2026-08-03 20:08:20,B,Partner,Desktop,18-24,1,1,0,0,0,0,0.0
103474,2026-08-07 18:13:30,A,Social,Mobile,45-54,0,1,1,0,0,0,0.0
103475,2026-08-02 01:33:56,B,Partner,Mobile,35-44,0,1,0,0,0,0,0.0
103476,2026-08-21 20:24:58,B,Paid Search,Desktop,45-54,1,1,1,0,0,0,0.0
103477,2026-08-26 23:32:27,B,Social,Mobile,25-34,0,1,0,0,0,0,0.0
103478,2026-08-10 21:03:12,A,Paid Search,Mobile,18-24,1,1,1,0,0,0,0.0
103479,2026-08-22 01:59:33,A,Organic Search,Mobile,45-54,0,1,1,1,1,1,2164.23
103480,2026-08-04 06:14:56,A,Partner,Mobile,18-24,1,1,1,0,0,0,0.0
103481,2026-08-14 18:40:56,A,Organic Search,Desktop,45-54,0,1,0,0,0,0,0.0
103482,2026-08-03 17:23:39,A,Organic Search,Tablet,35-44,0,1,1,1,1,1,13039.38
103483,2026-08-12 11:00:29,A,Direct,Desktop,35-44,0,1,1,0,0,0,0.0
103484,2026-08-02 18:58:12,B,Direct,Mobile,25-34,1,1,0,0,0,0,0.0
103485,2026-08-04 01:03:51,B,Partner,Desktop,35-44,1,1,1,1,1,1,4907.48
103486,2026-08-28 16:11:38,B,Organic Search,Desktop,55+,0,1,0,0,0,0,0.0
103487,2026-08-20 04:31:28,A,Organic Search,Mobile,25-34,0,1,0,0,0,0,0.0
103488,2026-08-08 10:35:27,B,Email,Mobile,45-54,0,1,1,1,1,1,2131.14
103489,2026-08-23 14:34:16,B,Social,Desktop,35-44,0,1,1,1,0,0,0.0
103490,2026-08-22 02:56:04,B,Organic Search,Tablet,25-34,1,1,1,1,1,1,2054.29
103491,2026-08-17 01:41:49,A,Organic Search,Desktop,45-54,1,1,1,1,1,1,6420.42
103492,2026-08-06 14:22:59,A,Social,Desktop,25-34,0,1,1,1,1,1,3119.41
103493,2026-08-07 14:28:28,B,Social,Mobile,55+,0,1,1,1,0,0,0.0
103494,2026-08-05 09:21:10,A,Organic Search,Mobile,25-34,0,1,0,0,0,0,0.0
103495,2026-08-23 04:21:34,B,Partner,Mobile,45-54,0,1,1,0,0,0,0.0
103496,2026-08-19 03:35:46,A,Paid Search,Desktop,45-54,1,1,1,1,0,0,0.0
103497,2026-08-06 14:17:35,A,Direct,Mobile,35-44,1,1,1,1,1,1,4719.3
103498,2026-08-26 16:31:24,B,Partner,Mobile,45-54,0,1,1,1,1,1,13762.84
103499,2026-08-07 08:00:19,A,Email,Mobile,25-34,0,1,0,0,0,0,0.0
103500,2026-08-26 07:17:48,A,Paid Search,Mobile,45-54,0,1,0,0,0,0,0.0
103501,2026-08-03 21:54:31,A,Paid Search,Mobile,35-44,0,1,1,1,1,1,21135.67
103502,2026-08-19 19:19:37,B,Direct,Desktop,18-24,0,1,1,1,0,0,0.0
103503,2026-08-06 22:51:05,A,Organic Search,Desktop,35-44,0,1,0,0,0,0,0.0
103504,2026-08-08 06:33:00,B,Social,Mobile,45-54,0,1,1,1,1,0,0.0
103505,2026-08-27 22:18:49,A,Social,Desktop,25-34,0,1,0,0,0,0,0.0
103506,2026-08-02 02:32:36,B,Paid Search,Mobile,45-54,1,1,0,0,0,0,0.0
103507,2026-08-22 23:11:23,B,Partner,Mobile,35-44,1,1,1,1,1,1,24381.62
103508,2026-08-14 22:52:45,A,Direct,Mobile,25-34,0,1,1,1,0,0,0.0
103509,2026-08-19 00:05:37,A,Organic Search,Desktop,55+,0,1,1,1,1,1,13457.47
103510,2026-08-23 12:17:29,A,Email,Mobile,35-44,0,1,1,0,0,0,0.0
103511,2026-08-08 13:19:15,B,Paid Search,Mobile,45-54,0,1,0,0,0,0,0.0
103512,2026-08-17 20:27:28,A,Direct,Mobile,35-44,1,1,1,1,1,1,12862.16
103513,2026-08-09 14:24:48,A,Paid Search,Mobile,25-34,1,1,0,0,0,0,0.0
103514,2026-08-08 12:40:43,A,Partner,Desktop,55+,1,1,1,1,1,1,9751.1
103515,2026-08-01 16:36:18,A,Organic Search,Mobile,25-34,0,1,1,1,0,0,0.0
103516,2026-08-13 16:00:09,A,Paid Search,Desktop,35-44,0,1,1,0,0,0,0.0
103517,2026-08-10 08:44:17,B,Social,Mobile,25-34,0,1,1,1,1,1,2859.88
103518,2026-08-18 12:18:03,B,Organic Search,Mobile,18-24,0,1,1,1,1,0,0.0
103519,2026-08-26 03:45:13,A,Direct,Mobile,18-24,0,1,0,0,0,0,0.0
103520,2026-08-17 04:35:49,B,Organic Search,Desktop,45-54,0,1,1,1,1,1,3257.25
103521,2026-08-20 05:58:49,B,Partner,Desktop,25-34,0,1,1,0,0,0,0.0
103522,2026-08-07 01:02:34,B,Direct,Mobile,35-44,0,1,1,1,0,0,0.0
103523,2026-08-12 17:05:30,B,Direct,Mobile,35-44,0,1,1,1,1,1,3296.85
103524,2026-08-20 07:15:40,B,Paid Search,Mobile,55+,0,1,1,1,1,1,4046.7
103525,2026-08-13 11:52:05,B,Email,Mobile,45-54,1,1,1,0,0,0,0.0
103526,2026-08-21 16:03:38,B,Email,Desktop,45-54,0,1,1,1,1,1,27128.06
103527,2026-08-14 10:15:17,A,Partner,Desktop,55+,1,1,1,0,0,0,0.0
103528,2026-08-25 02:36:03,A,Organic Search,Tablet,35-44,1,1,1,1,1,1,9482.48
103529,2026-08-21 11:15:55,A,Paid Search,Desktop,45-54,1,1,0,0,0,0,0.0
103530,2026-08-01 17:10:42,B,Partner,Desktop,45-54,0,1,1,1,1,1,13530.6
103531,2026-08-15 19:58:26,A,Paid Search,Mobile,45-54,0,1,1,0,0,0,0.0
103532,2026-08-04 08:18:54,B,Paid Search,Desktop,25-34,0,1,1,1,1,0,0.0
103533,2026-08-02 12:12:36,A,Social,Mobile,45-54,0,1,0,0,0,0,0.0
103534,2026-08-23 23:28:33,B,Partner,Mobile,35-44,0,1,1,0,0,0,0.0
103535,2026-08-09 12:44:50,A,Paid Search,Mobile,25-34,0,1,1,1,1,1,5135.79
103536,2026-08-11 14:02:45,B,Partner,Mobile,25-34,1,1,1,1,1,1,6099.27
103537,2026-08-10 02:48:58,B,Paid Search,Desktop,45-54,0,1,1,0,0,0,0.0
103538,2026-08-13 04:20:25,A,Direct,Mobile,25-34,0,1,0,0,0,0,0.0
103539,2026-08-25 09:58:32,A,Paid Search,Mobile,25-34,1,1,1,1,1,1,9051.5
103540,2026-08-09 23:59:27,B,Organic Search,Mobile,35-44,0,1,1,1,1,1,3958.38
103541,2026-08-28 07:09:57,A,Direct,Desktop,25-34,1,1,1,1,0,0,0.0
103542,2026-08-21 06:02:16,B,Email,Mobile,25-34,0,1,1,1,0,0,0.0
103543,2026-08-19 04:10:34,B,Paid Search,Mobile,45-54,1,1,0,0,0,0,0.0
103544,2026-08-25 21:38:02,B,Email,Mobile,35-44,0,1,0,0,0,0,0.0
103545,2026-08-01 14:21:47,B,Social,Desktop,55+,1,1,1,1,0,0,0.0
103546,2026-08-04 06:00:33,B,Paid Search,Mobile,45-54,0,1,1,1,1,1,4651.87
103547,2026-08-13 14:29:23,B,Organic Search,Mobile,25-34,0,1,0,0,0,0,0.0
103548,2026-08-23 02:30:24,B,Email,Mobile,35-44,0,1,0,0,0,0,0.0
103549,2026-08-22 17:25:45,A,Organic Search,Desktop,35-44,0,1,1,0,0,0,0.0
103550,2026-08-27 10:23:05,A,Social,Desktop,25-34,1,1,1,1,1,1,2868.21
103551,2026-08-20 21:36:14,A,Direct,Mobile,55+,0,1,1,1,0,0,0.0
103552,2026-08-10 15:54:34,B,Direct,Desktop,18-24,1,1,0,0,0,0,0.0
103553,2026-08-11 07:04:53,A,Email,Mobile,35-44,1,1,1,1,1,1,7034.37
103554,2026-08-10 00:19:59,B,Social,Desktop,35-44,0,1,0,0,0,0,0.0
103555,2026-08-25 01:40:10,A,Organic Search,Mobile,55+,0,1,0,0,0,0,0.0
103556,2026-08-11 04:17:39,B,Partner,Mobile,55+,1,1,1,1,1,1,10514.22
103557,2026-08-26 05:58:53,A,Email,Desktop,55+,1,1,1,0,0,0,0.0
103558,2026-08-22 02:19:04,A,Paid Search,Desktop,55+,1,1,1,1,1,1,2918.05
103559,2026-08-27 12:25:36,A,Paid Search,Mobile,25-34,0,1,0,0,0,0,0.0
103560,2026-08-09 13:01:36,A,Social,Desktop,35-44,0,1,1,1,1,0,0.0
103561,2026-08-03 22:18:11,A,Social,Desktop,25-34,0,1,1,0,0,0,0.0
103562,2026-08-10 20:40:50,B,Organic Search,Mobile,45-54,0,1,0,0,0,0,0.0
103563,2026-08-28 07:53:36,A,Paid Search,Mobile,35-44,1,1,1,1,1,1,6248.84
103564,2026-08-07 22:59:20,B,Social,Mobile,45-54,0,1,0,0,0,0,0.0
103565,2026-08-04 01:23:57,A,Paid Search,Mobile,18-24,0,1,1,0,0,0,0.0
103566,2026-08-04 04:24:09,A,Email,Tablet,18-24,0,1,1,1,0,0,0.0
103567,2026-08-08 11:27:27,B,Paid Search,Desktop,18-24,1,1,0,0,0,0,0.0
103568,2026-08-23 02:15:11,A,Organic Search,Desktop,45-54,0,1,0,0,0,0,0.0
103569,2026-08-17 10:25:20,B,Paid Search,Mobile,25-34,0,1,1,1,1,1,24467.98
103570,2026-08-26 05:24:01,B,Direct,Desktop,45-54,0,1,1,0,0,0,0.0
103571,2026-08-21 07:27:47,A,Organic Search,Desktop,35-44,0,1,1,0,0,0,0.0
103572,2026-08-17 18:37:46,B,Direct,Desktop,25-34,0,1,1,0,0,0,0.0
103573,2026-08-16 18:07:16,A,Social,Mobile,18-24,0,1,0,0,0,0,0.0
103574,2026-08-25 04:01:02,B,Email,Desktop,55+,1,1,0,0,0,0,0.0
103575,2026-08-28 06:37:12,B,Partner,Desktop,35-44,0,1,0,0,0,0,0.0
103576,2026-08-22 05:41:47,B,Direct,Mobile,35-44,0,1,1,0,0,0,0.0
