user_id,event_name,event_time,variant,channel,device
101900,application_start,2026-08-20 06:28:43,B,Organic Search,Mobile
101900,kyc_complete,2026-08-20 06:43:48,B,Organic Search,Mobile
101900,funding,2026-08-20 06:41:53,B,Organic Search,Mobile
101901,landing_page,2026-08-22 07:29:07,A,Email,Mobile
101902,landing_page,2026-08-05 09:30:49,B,Direct,Desktop
101903,landing_page,2026-08-01 04:11:46,A,Paid Search,Desktop
101904,landing_page,2026-08-07 04:32:11,B,Organic Search,Mobile
101904,application_start,2026-08-07 04:52:58,B,Organic Search,Mobile
101904,kyc_complete,2026-08-07 05:14:51,B,Organic Search,Mobile
101905,landing_page,2026-08-02 09:22:57,A,Organic Search,Mobile
101905,application_start,2026-08-02 10:05:55,A,Organic Search,Mobile
101905,kyc_complete,2026-08-02 10:03:40,A,Organic Search,Mobile
101905,funding,2026-08-02 08:53:48,A,Organic Search,Mobile
101905,account_opened,2026-08-02 09:32:25,A,Organic Search,Mobile
101906,landing_page,2026-08-23 23:04:09,A,Paid Search,Desktop
101906,application_start,2026-08-24 00:06:08,A,Paid Search,Desktop
101906,kyc_complete,2026-08-23 22:59:07,A,Paid Search,Desktop
101907,landing_page,2026-08-20 15:02:10,B,Email,Mobile
101908,landing_page,2026-08-21 18:34:14,A,Social,Mobile
101908,application_start,2026-08-21 19:11:34,A,Social,Mobile
101908,kyc_complete,2026-08-21 18:08:58,A,Social,Mobile
101909,landing_page,2026-08-03 13:07:18,B,Organic Search,Mobile
101909,application_start,2026-08-03 12:18:08,B,Organic Search,Mobile
101909,kyc_complete,2026-08-03 11:53:48,B,Organic Search,Mobile
101909,funding,2026-08-03 11:52:08,B,Organic Search,Mobile
101909,account_opened,2026-08-03 12:13:21,B,Organic Search,Mobile
101910,landing_page,2026-08-22 14:33:11,A,Social,Mobile
101910,application_start,2026-08-22 15:25:03,A,Social,Mobile
101910,kyc_complete,2026-08-22 15:06:27,A,Social,Mobile
101910,funding,2026-08-22 15:01:48,A,Social,Mobile
101911,landing_page,2026-08-05 14:22:17,A,Partner,Desktop
101911,application_start,2026-08-05 14:22:12,A,Partner,Desktop
101911,kyc_complete,2026-08-05 13:29:05,A,Partner,Desktop
101911,funding,2026-08-05 14:22:26,A,Partner,Desktop
101911,account_opened,2026-08-05 13:22:22,A,Partner,Desktop
101912,landing_page,2026-08-05 12:45:09,A,Direct,Mobile
101913,landing_page,2026-08-25 18:06:23,B,Social,Desktop
101913,application_start,2026-08-25 18:04:27,B,Social,Desktop
101913,kyc_complete,2026-08-25 17:27:28,B,Social,Desktop
101913,funding,2026-08-25 17:44:24,B,Social,Desktop
101913,account_opened,2026-08-25 17:23:40,B,Social,Desktop
101914,landing_page,2026-08-21 06:36:34,A,Partner,Desktop
101914,application_start,2026-08-21 05:49:15,A,Partner,Desktop
101914,kyc_complete,2026-08-21 06:23:06,A,Partner,Desktop
101914,funding,2026-08-21 06:20:42,A,Partner,Desktop
101914,account_opened,2026-08-21 05:51:57,A,Partner,Desktop
101915,landing_page,2026-08-01 05:05:13,B,Partner,Mobile
101915,application_start,2026-08-01 05:19:16,B,Partner,Mobile
101916,landing_page,2026-08-01 10:40:57,B,Social,Desktop
101916,application_start,2026-08-01 11:20:30,B,Social,Desktop
101917,landing_page,2026-08-15 10:31:25,A,Paid Search,Tablet
101918,landing_page,2026-08-03 17:33:46,A,Partner,Mobile
101919,landing_page,2026-08-23 05:12:41,A,Direct,Mobile
101920,landing_page,2026-08-08 03:39:04,B,Organic Search,Mobile
101921,landing_page,2026-08-19 08:57:56,A,Partner,Mobile
101921,application_start,2026-08-19 08:33:29,A,Partner,Mobile
101921,kyc_complete,2026-08-19 07:53:09,A,Partner,Mobile
101922,landing_page,2026-08-09 10:10:31,A,Paid Search,Desktop
101922,application_start,2026-08-09 09:56:21,A,Paid Search,Desktop
101922,kyc_complete,2026-08-09 10:55:28,A,Paid Search,Desktop
101923,landing_page,2026-08-21 19:53:48,A,Paid Search,Mobile
101923,application_start,2026-08-21 18:36:29,A,Paid Search,Mobile
101924,landing_page,2026-08-26 00:37:56,B,Paid Search,Mobile
101924,application_start,2026-08-25 23:54:10,B,Paid Search,Mobile
101925,landing_page,2026-08-09 19:25:47,B,Paid Search,Mobile
101925,application_start,2026-08-09 19:05:01,B,Paid Search,Mobile
101925,kyc_complete,2026-08-09 19:55:12,B,Paid Search,Mobile
101925,funding,2026-08-09 19:40:18,B,Paid Search,Mobile
101926,landing_page,2026-08-08 18:52:38,B,Email,Desktop
101926,application_start,2026-08-08 18:10:53,B,Email,Desktop
101926,kyc_complete,2026-08-08 17:28:45,B,Email,Desktop
101926,funding,2026-08-08 18:27:45,B,Email,Desktop
101926,account_opened,2026-08-08 18:38:45,B,Email,Desktop
101927,landing_page,2026-08-04 09:03:59,B,Social,Desktop
101928,landing_page,2026-08-02 01:26:53,A,Email,Mobile
101928,application_start,2026-08-02 01:12:49,A,Email,Mobile
101928,kyc_complete,2026-08-02 00:45:17,A,Email,Mobile
101929,landing_page,2026-08-24 15:57:34,A,Paid Search,Desktop
101930,landing_page,2026-08-03 06:34:06,B,Direct,Mobile
101931,landing_page,2026-08-13 17:03:26,B,Organic Search,Desktop
101931,application_start,2026-08-13 17:00:33,B,Organic Search,Desktop
101932,landing_page,2026-08-14 00:17:41,A,Partner,Mobile
101932,application_start,2026-08-14 00:28:16,A,Partner,Mobile
101932,kyc_complete,2026-08-14 00:25:20,A,Partner,Mobile
101932,funding,2026-08-14 00:25:39,A,Partner,Mobile
101933,landing_page,2026-08-04 10:34:00,A,Social,Mobile
101933,application_start,2026-08-04 11:06:07,A,Social,Mobile
101933,kyc_complete,2026-08-04 10:03:27,A,Social,Mobile
101933,funding,2026-08-04 10:52:56,A,Social,Mobile
101933,account_opened,2026-08-04 10:42:39,A,Social,Mobile
101934,landing_page,2026-08-19 17:06:46,B,Social,Desktop
101934,application_start,2026-08-19 17:31:59,B,Social,Desktop
101935,landing_page,2026-08-14 02:11:34,A,Email,Mobile
101935,application_start,2026-08-14 01:04:44,A,Email,Mobile
101935,kyc_complete,2026-08-14 01:55:29,A,Email,Mobile
101935,funding,2026-08-14 01:38:50,A,Email,Mobile
101935,account_opened,2026-08-14 01:13:17,A,Email,Mobile
101936,landing_page,2026-08-22 13:40:48,A,Partner,Mobile
101936,application_start,2026-08-22 13:42:32,A,Partner,Mobile
101936,kyc_complete,2026-08-22 13:18:51,A,Partner,Mobile
101936,funding,2026-08-22 12:33:36,A,Partner,Mobile
101936,account_opened,2026-08-22 12:31:14,A,Partner,Mobile
101937,landing_page,2026-08-24 10:23:25,B,Organic Search,Mobile
101938,landing_page,2026-08-20 17:11:55,B,Organic Search,Mobile
101938,application_start,2026-08-20 17:42:42,B,Organic Search,Mobile
101938,kyc_complete,2026-08-20 17:53:44,B,Organic Search,Mobile
101939,landing_page,2026-08-15 12:42:52,A,Direct,Desktop
101939,application_start,2026-08-15 13:05:16,A,Direct,Desktop
101939,kyc_complete,2026-08-15 12:32:33,A,Direct,Desktop
101939,funding,2026-08-15 12:55:40,A,Direct,Desktop
101939,account_opened,2026-08-15 12:17:59,A,Direct,Desktop
101940,landing_page,2026-08-02 05:38:57,A,Direct,Mobile
101941,landing_page,2026-08-18 06:31:10,A,Paid Search,Mobile
101942,landing_page,2026-08-06 15:33:08,B,Social,Desktop
101942,application_start,2026-08-06 15:33:44,B,Social,Desktop
101943,landing_page,2026-08-11 16:31:45,B,Email,Mobile
101943,application_start,2026-08-11 16:29:11,B,Email,Mobile
101943,kyc_complete,2026-08-11 17:49:15,B,Email,Mobile
101944,landing_page,2026-08-13 12:14:56,B,Email,Mobile
101944,application_start,2026-08-13 11:37:49,B,Email,Mobile
101944,kyc_complete,2026-08-13 11:51:29,B,Email,Mobile
101944,funding,2026-08-13 12:01:44,B,Email,Mobile
101944,account_opened,2026-08-13 12:21:21,B,Email,Mobile
101945,landing_page,2026-08-27 04:46:55,A,Social,Mobile
101945,application_start,2026-08-27 04:34:58,A,Social,Mobile
101945,kyc_complete,2026-08-27 03:58:14,A,Social,Mobile
101945,funding,2026-08-27 03:47:25,A,Social,Mobile
101945,account_opened,2026-08-27 04:54:15,A,Social,Mobile
101946,landing_page,2026-08-09 00:58:40,A,Partner,Mobile
101947,landing_page,2026-08-12 12:35:49,B,Partner,Desktop
101947,application_start,2026-08-12 11:42:32,B,Partner,Desktop
101947,kyc_complete,2026-08-12 12:06:13,B,Partner,Desktop
101947,funding,2026-08-12 12:02:31,B,Partner,Desktop
101947,account_opened,2026-08-12 11:40:28,B,Partner,Desktop
101948,landing_page,2026-08-02 17:00:12,A,Partner,Mobile
101948,application_start,2026-08-02 17:47:56,A,Partner,Mobile
101949,landing_page,2026-08-08 10:21:49,B,Email,Mobile
101949,application_start,2026-08-08 10:35:42,B,Email,Mobile
101949,kyc_complete,2026-08-08 09:40:20,B,Email,Mobile
101949,funding,2026-08-08 10:48:24,B,Email,Mobile
101949,account_opened,2026-08-08 10:26:57,B,Email,Mobile
101950,landing_page,2026-08-12 05:17:01,B,Paid Search,Mobile
101950,application_start,2026-08-12 06:16:45,B,Paid Search,Mobile
101950,kyc_complete,2026-08-12 05:14:16,B,Paid Search,Mobile
101950,funding,2026-08-12 06:30:33,B,Paid Search,Mobile
101950,account_opened,2026-08-12 06:24:50,B,Paid Search,Mobile
101951,landing_page,2026-08-01 07:26:55,A,Social,Mobile
101951,application_start,2026-08-01 06:37:07,A,Social,Mobile
101951,kyc_complete,2026-08-01 07:46:30,A,Social,Mobile
101951,funding,2026-08-01 07:26:23,A,Social,Mobile
101951,account_opened,2026-08-01 07:15:33,A,Social,Mobile
101952,landing_page,2026-08-15 12:46:40,B,Social,Desktop
101953,landing_page,2026-08-18 06:31:01,A,Paid Search,Mobile
101953,application_start,2026-08-18 06:44:40,A,Paid Search,Mobile
101953,kyc_complete,2026-08-18 06:01:46,A,Paid Search,Mobile
101953,funding,2026-08-18 06:37:34,A,Paid Search,Mobile
101953,account_opened,2026-08-18 06:41:46,A,Paid Search,Mobile
101954,landing_page,2026-08-21 23:09:54,B,Social,Mobile
101954,application_start,2026-08-21 23:36:37,B,Social,Mobile
101954,kyc_complete,2026-08-21 23:12:14,B,Social,Mobile
101954,funding,2026-08-21 23:41:02,B,Social,Mobile
101954,account_opened,2026-08-21 22:40:45,B,Social,Mobile
101955,landing_page,2026-08-13 09:22:05,A,Social,Desktop
101956,landing_page,2026-08-20 22:46:30,B,Partner,Desktop
101956,application_start,2026-08-20 22:17:06,B,Partner,Desktop
101956,kyc_complete,2026-08-20 22:25:11,B,Partner,Desktop
101956,funding,2026-08-20 23:20:32,B,Partner,Desktop
101956,account_opened,2026-08-20 23:30:13,B,Partner,Desktop
101957,landing_page,2026-08-07 11:09:59,B,Organic Search,Desktop
101957,application_start,2026-08-07 10:46:28,B,Organic Search,Desktop
101958,landing_page,2026-08-12 03:53:36,A,Social,Desktop
101958,application_start,2026-08-12 04:02:50,A,Social,Desktop
101958,kyc_complete,2026-08-12 04:40:24,A,Social,Desktop
101959,landing_page,2026-08-18 18:35:50,A,Email,Desktop
101959,application_start,2026-08-18 17:23:31,A,Email,Desktop
101959,kyc_complete,2026-08-18 17:18:47,A,Email,Desktop
101959,funding,2026-08-18 18:01:50,A,Email,Desktop
101959,account_opened,2026-08-18 17:27:29,A,Email,Desktop
101960,landing_page,2026-08-01 02:26:05,A,Organic Search,Mobile
101960,application_start,2026-08-01 02:33:26,A,Organic Search,Mobile
101960,kyc_complete,2026-08-01 02:41:20,A,Organic Search,Mobile
101961,landing_page,2026-08-27 22:28:09,A,Paid Search,Mobile
101962,landing_page,2026-08-15 14:04:27,B,Organic Search,Desktop
101962,application_start,2026-08-15 13:20:35,B,Organic Search,Desktop
101962,kyc_complete,2026-08-15 14:37:22,B,Organic Search,Desktop
101963,landing_page,2026-08-15 01:52:21,A,Paid Search,Tablet
101963,application_start,2026-08-15 01:03:14,A,Paid Search,Tablet
101963,kyc_complete,2026-08-15 02:04:59,A,Paid Search,Tablet
101963,funding,2026-08-15 02:02:55,A,Paid Search,Tablet
101963,account_opened,2026-08-15 01:39:17,A,Paid Search,Tablet
101964,landing_page,2026-08-07 09:39:14,A,Organic Search,Mobile
101964,application_start,2026-08-07 10:00:35,A,Organic Search,Mobile
101964,kyc_complete,2026-08-07 09:50:29,A,Organic Search,Mobile
101964,funding,2026-08-07 10:29:06,A,Organic Search,Mobile
101964,account_opened,2026-08-07 10:50:35,A,Organic Search,Mobile
101965,landing_page,2026-08-03 22:55:39,A,Partner,Mobile
101965,application_start,2026-08-03 22:47:56,A,Partner,Mobile
101965,kyc_complete,2026-08-03 23:21:15,A,Partner,Mobile
101965,funding,2026-08-03 22:46:30,A,Partner,Mobile
101965,account_opened,2026-08-03 22:39:32,A,Partner,Mobile
101966,landing_page,2026-08-21 08:05:40,B,Organic Search,Desktop
101967,landing_page,2026-08-10 17:48:50,B,Direct,Desktop
101968,landing_page,2026-08-11 01:05:05,A,Partner,Mobile
101969,landing_page,2026-08-17 13:33:49,B,Email,Desktop
101970,landing_page,2026-08-11 20:21:09,B,Organic Search,Desktop
101971,landing_page,2026-08-06 12:15:25,A,Social,Desktop
101971,application_start,2026-08-06 11:07:02,A,Social,Desktop
101971,kyc_complete,2026-08-06 11:36:41,A,Social,Desktop
101971,funding,2026-08-06 11:16:54,A,Social,Desktop
101971,account_opened,2026-08-06 11:44:34,A,Social,Desktop
101972,landing_page,2026-08-23 06:40:31,B,Organic Search,Mobile
101972,application_start,2026-08-23 05:43:02,B,Organic Search,Mobile
101972,kyc_complete,2026-08-23 07:03:24,B,Organic Search,Mobile
101973,landing_page,2026-08-01 17:33:59,A,Organic Search,Desktop
101973,application_start,2026-08-01 16:51:56,A,Organic Search,Desktop
101973,kyc_complete,2026-08-01 16:53:34,A,Organic Search,Desktop
101973,funding,2026-08-01 18:16:32,A,Organic Search,Desktop
101973,account_opened,2026-08-01 16:57:32,A,Organic Search,Desktop
101974,landing_page,2026-08-27 22:04:48,A,Social,Desktop
101974,application_start,2026-08-27 21:57:11,A,Social,Desktop
101975,landing_page,2026-08-25 06:42:15,B,Paid Search,Mobile
101976,landing_page,2026-08-19 18:06:55,A,Direct,Desktop
101977,landing_page,2026-08-28 04:51:21,B,Social,Desktop
101977,application_start,2026-08-28 04:07:55,B,Social,Desktop
101977,kyc_complete,2026-08-28 04:19:36,B,Social,Desktop
101977,funding,2026-08-28 04:51:57,B,Social,Desktop
101977,account_opened,2026-08-28 04:45:20,B,Social,Desktop
101978,landing_page,2026-08-12 07:31:52,A,Direct,Desktop
101978,application_start,2026-08-12 06:25:35,A,Direct,Desktop
101979,landing_page,2026-08-18 07:09:13,A,Organic Search,Tablet
101979,application_start,2026-08-18 07:11:14,A,Organic Search,Tablet
101979,kyc_complete,2026-08-18 07:17:09,A,Organic Search,Tablet
101980,landing_page,2026-08-09 03:31:27,B,Organic Search,Desktop
101980,application_start,2026-08-09 04:21:59,B,Organic Search,Desktop
101980,kyc_complete,2026-08-09 03:01:43,B,Organic Search,Desktop
101980,funding,2026-08-09 03:51:05,B,Organic Search,Desktop
101981,landing_page,2026-08-18 18:15:37,B,Social,Desktop
101981,application_start,2026-08-18 18:21:38,B,Social,Desktop
101982,landing_page,2026-08-24 20:54:19,B,Direct,Mobile
101982,application_start,2026-08-24 21:40:56,B,Direct,Mobile
101982,kyc_complete,2026-08-24 21:56:36,B,Direct,Mobile
101982,funding,2026-08-24 21:46:17,B,Direct,Mobile
101982,account_opened,2026-08-24 20:43:15,B,Direct,Mobile
101983,landing_page,2026-08-14 23:24:48,A,Direct,Tablet
101984,landing_page,2026-08-21 10:58:15,B,Social,Mobile
101984,application_start,2026-08-21 11:00:20,B,Social,Mobile
101984,kyc_complete,2026-08-21 11:20:59,B,Social,Mobile
101985,landing_page,2026-08-15 12:40:34,B,Social,Desktop
101985,application_start,2026-08-15 12:19:51,B,Social,Desktop
101986,landing_page,2026-08-24 08:40:14,A,Social,Desktop
101987,landing_page,2026-08-27 21:15:37,B,Organic Search,Desktop
101988,landing_page,2026-08-23 21:18:43,B,Social,Desktop
101988,application_start,2026-08-23 21:36:20,B,Social,Desktop
101988,kyc_complete,2026-08-23 22:01:41,B,Social,Desktop
101989,landing_page,2026-08-02 15:28:56,A,Email,Mobile
101990,landing_page,2026-08-11 12:56:52,A,Paid Search,Mobile
101991,landing_page,2026-08-19 19:10:57,A,Direct,Tablet
101992,landing_page,2026-08-19 21:21:43,B,Direct,Mobile
101992,application_start,2026-08-19 20:17:53,B,Direct,Mobile
101992,kyc_complete,2026-08-19 20:16:22,B,Direct,Mobile
101992,funding,2026-08-19 21:04:34,B,Direct,Mobile
101993,landing_page,2026-08-25 14:22:48,A,Organic Search,Desktop
101993,application_start,2026-08-25 13:17:18,A,Organic Search,Desktop
101994,landing_page,2026-08-12 03:21:48,B,Partner,Mobile
101994,application_start,2026-08-12 03:30:03,B,Partner,Mobile
101994,kyc_complete,2026-08-12 04:11:25,B,Partner,Mobile
101995,landing_page,2026-08-05 23:24:32,A,Organic Search,Desktop
101995,application_start,2026-08-05 23:55:21,A,Organic Search,Desktop
101995,kyc_complete,2026-08-05 23:57:19,A,Organic Search,Desktop
101996,landing_page,2026-08-23 09:11:00,B,Organic Search,Mobile
101996,application_start,2026-08-23 10:26:13,B,Organic Search,Mobile
101996,kyc_complete,2026-08-23 09:09:43,B,Organic Search,Mobile
101996,funding,2026-08-23 10:21:05,B,Organic Search,Mobile
101996,account_opened,2026-08-23 10:01:51,B,Organic Search,Mobile
101997,landing_page,2026-08-18 21:39:15,A,Partner,Tablet
101997,application_start,2026-08-18 21:54:46,A,Partner,Tablet
101998,landing_page,2026-08-16 01:52:38,B,Email,Mobile
101998,application_start,2026-08-16 01:11:44,B,Email,Mobile
101998,kyc_complete,2026-08-16 01:16:43,B,Email,Mobile
101999,landing_page,2026-08-06 01:47:02,A,Direct,Desktop
101999,application_start,2026-08-06 01:40:58,A,Direct,Desktop
101999,kyc_complete,2026-08-06 02:15:01,A,Direct,Desktop
102000,landing_page,2026-08-25 22:37:05,B,Paid Search,Mobile
102000,application_start,2026-08-25 23:33:57,B,Paid Search,Mobile
102000,kyc_complete,2026-08-25 23:19:33,B,Paid Search,Mobile
102000,funding,2026-08-25 22:25:46,B,Paid Search,Mobile
102001,landing_page,2026-08-15 06:47:25,B,Direct,Desktop
102001,application_start,2026-08-15 06:07:52,B,Direct,Desktop
102001,kyc_complete,2026-08-15 07:13:29,B,Direct,Desktop
102001,funding,2026-08-15 07:02:20,B,Direct,Desktop
102001,account_opened,2026-08-15 07:03:44,B,Direct,Desktop
102002,landing_page,2026-08-06 16:47:26,B,Direct,Desktop
102002,application_start,2026-08-06 17:25:02,B,Direct,Desktop
102002,kyc_complete,2026-08-06 16:34:54,B,Direct,Desktop
102002,funding,2026-08-06 16:48:11,B,Direct,Desktop
102002,account_opened,2026-08-06 17:10:45,B,Direct,Desktop
102003,landing_page,2026-08-04 08:26:43,A,Email,Mobile
102003,application_start,2026-08-04 08:33:56,A,Email,Mobile
102004,landing_page,2026-08-10 10:47:57,A,Social,Desktop
102004,application_start,2026-08-10 10:32:13,A,Social,Desktop
102005,landing_page,2026-08-20 09:40:26,B,Partner,Desktop
102006,landing_page,2026-08-07 11:45:14,A,Email,Desktop
102006,application_start,2026-08-07 11:29:54,A,Email,Desktop
102007,landing_page,2026-08-11 17:55:00,A,Email,Mobile
102007,application_start,2026-08-11 18:43:23,A,Email,Mobile
102007,kyc_complete,2026-08-11 17:57:24,A,Email,Mobile
102008,landing_page,2026-08-18 21:46:14,B,Direct,Desktop
102008,application_start,2026-08-18 22:22:27,B,Direct,Desktop
102008,kyc_complete,2026-08-18 21:37:35,B,Direct,Desktop
102008,funding,2026-08-18 22:29:00,B,Direct,Desktop
102008,account_opened,2026-08-18 21:34:39,B,Direct,Desktop
102009,landing_page,2026-08-15 10:00:00,A,Paid Search,Mobile
102010,landing_page,2026-08-27 13:25:08,A,Partner,Desktop
102010,application_start,2026-08-27 13:43:31,A,Partner,Desktop
102010,kyc_complete,2026-08-27 13:31:48,A,Partner,Desktop
102010,funding,2026-08-27 13:04:47,A,Partner,Desktop
102010,account_opened,2026-08-27 12:46:34,A,Partner,Desktop
102011,landing_page,2026-08-07 21:14:28,B,Organic Search,Mobile
102012,landing_page,2026-08-01 17:50:10,A,Paid Search,Desktop
102012,application_start,2026-08-01 17:56:09,A,Paid Search,Desktop
102012,kyc_complete,2026-08-01 18:21:18,A,Paid Search,Desktop
102013,landing_page,2026-08-15 20:42:24,A,Social,Mobile
102013,application_start,2026-08-15 21:36:10,A,Social,Mobile
102013,kyc_complete,2026-08-15 20:30:00,A,Social,Mobile
102013,funding,2026-08-15 21:38:11,A,Social,Mobile
102013,account_opened,2026-08-15 20:40:52,A,Social,Mobile
102014,landing_page,2026-08-03 10:14:53,B,Email,Mobile
102015,landing_page,2026-08-06 20:02:10,A,Paid Search,Desktop
102016,landing_page,2026-08-27 02:01:04,B,Paid Search,Tablet
102017,landing_page,2026-08-16 11:49:39,A,Direct,Mobile
102018,landing_page,2026-08-20 11:25:53,B,Email,Desktop
102018,application_start,2026-08-20 11:02:15,B,Email,Desktop
102018,kyc_complete,2026-08-20 11:41:14,B,Email,Desktop
102019,landing_page,2026-08-13 01:26:51,A,Paid Search,Desktop
102020,landing_page,2026-08-08 16:49:26,A,Social,Mobile
102021,landing_page,2026-08-18 19:48:49,A,Social,Mobile
102021,application_start,2026-08-18 19:18:34,A,Social,Mobile
102021,kyc_complete,2026-08-18 19:25:07,A,Social,Mobile
102021,funding,2026-08-18 20:32:00,A,Social,Mobile
102021,account_opened,2026-08-18 19:18:56,A,Social,Mobile
102022,landing_page,2026-08-13 20:09:09,A,Social,Desktop
102023,landing_page,2026-08-21 00:50:23,B,Paid Search,Mobile
102023,application_start,2026-08-21 00:44:24,B,Paid Search,Mobile
102024,landing_page,2026-08-16 21:49:42,A,Organic Search,Desktop
102025,landing_page,2026-08-20 13:24:34,B,Social,Desktop
102025,application_start,2026-08-20 13:23:05,B,Social,Desktop
102025,kyc_complete,2026-08-20 13:10:20,B,Social,Desktop
102026,landing_page,2026-08-15 07:53:36,B,Paid Search,Mobile
102026,application_start,2026-08-15 07:27:51,B,Paid Search,Mobile
102026,kyc_complete,2026-08-15 07:39:44,B,Paid Search,Mobile
102026,funding,2026-08-15 07:42:37,B,Paid Search,Mobile
102027,landing_page,2026-08-09 03:11:46,B,Email,Mobile
102028,landing_page,2026-08-28 07:43:55,A,Organic Search,Mobile
102028,application_start,2026-08-28 07:59:56,A,Organic Search,Mobile
102029,landing_page,2026-08-16 15:41:13,A,Paid Search,Desktop
102029,application_start,2026-08-16 16:31:23,A,Paid Search,Desktop
102029,kyc_complete,2026-08-16 15:56:52,A,Paid Search,Desktop
102030,landing_page,2026-08-19 00:14:23,B,Direct,Desktop
102030,application_start,2026-08-18 22:57:25,B,Direct,Desktop
102031,landing_page,2026-08-12 06:16:03,B,Email,Desktop
102031,application_start,2026-08-12 06:42:55,B,Email,Desktop
102031,kyc_complete,2026-08-12 05:50:36,B,Email,Desktop
102031,funding,2026-08-12 06:11:10,B,Email,Desktop
102031,account_opened,2026-08-12 07:10:58,B,Email,Desktop
102032,landing_page,2026-08-06 09:48:48,B,Organic Search,Desktop
102032,application_start,2026-08-06 09:23:17,B,Organic Search,Desktop
102032,kyc_complete,2026-08-06 08:47:09,B,Organic Search,Desktop
102032,funding,2026-08-06 09:38:31,B,Organic Search,Desktop
102032,account_opened,2026-08-06 09:14:26,B,Organic Search,Desktop
102033,landing_page,2026-08-14 17:18:59,A,Organic Search,Mobile
102033,application_start,2026-08-14 17:12:41,A,Organic Search,Mobile
102033,kyc_complete,2026-08-14 18:13:33,A,Organic Search,Mobile
102033,funding,2026-08-14 18:12:35,A,Organic Search,Mobile
102033,account_opened,2026-08-14 17:20:19,A,Organic Search,Mobile
102034,landing_page,2026-08-16 11:11:02,B,Organic Search,Desktop
102034,application_start,2026-08-16 10:45:57,B,Organic Search,Desktop
102034,kyc_complete,2026-08-16 10:49:28,B,Organic Search,Desktop
102035,landing_page,2026-08-20 15:14:02,B,Email,Mobile
102035,application_start,2026-08-20 14:47:44,B,Email,Mobile
102036,landing_page,2026-08-22 04:48:51,A,Social,Desktop
102036,application_start,2026-08-22 04:51:11,A,Social,Desktop
102037,landing_page,2026-08-13 07:11:32,B,Organic Search,Mobile
102037,application_start,2026-08-13 07:16:05,B,Organic Search,Mobile
102037,kyc_complete,2026-08-13 06:47:29,B,Organic Search,Mobile
102037,funding,2026-08-13 06:33:02,B,Organic Search,Mobile
102037,account_opened,2026-08-13 07:36:31,B,Organic Search,Mobile
102038,landing_page,2026-08-21 00:47:58,A,Email,Desktop
102039,landing_page,2026-08-23 18:39:28,A,Organic Search,Mobile
102040,landing_page,2026-08-16 15:39:58,B,Organic Search,Desktop
102040,application_start,2026-08-16 15:11:42,B,Organic Search,Desktop
102040,kyc_complete,2026-08-16 15:11:38,B,Organic Search,Desktop
102040,funding,2026-08-16 15:56:30,B,Organic Search,Desktop
102040,account_opened,2026-08-16 14:34:01,B,Organic Search,Desktop
102041,landing_page,2026-08-03 14:54:00,A,Direct,Desktop
102041,application_start,2026-08-03 15:35:31,A,Direct,Desktop
102041,kyc_complete,2026-08-03 15:16:01,A,Direct,Desktop
102041,funding,2026-08-03 14:37:29,A,Direct,Desktop
102042,landing_page,2026-08-18 02:58:09,B,Social,Mobile
102042,application_start,2026-08-18 03:09:08,B,Social,Mobile
102042,kyc_complete,2026-08-18 02:34:08,B,Social,Mobile
102042,funding,2026-08-18 01:59:14,B,Social,Mobile
102043,landing_page,2026-08-22 12:08:46,A,Direct,Mobile
102043,application_start,2026-08-22 12:25:48,A,Direct,Mobile
102043,kyc_complete,2026-08-22 13:04:34,A,Direct,Mobile
102043,funding,2026-08-22 12:10:17,A,Direct,Mobile
102043,account_opened,2026-08-22 11:52:12,A,Direct,Mobile
102044,landing_page,2026-08-07 23:05:59,A,Organic Search,Desktop
102044,application_start,2026-08-07 22:49:56,A,Organic Search,Desktop
102045,landing_page,2026-08-10 11:56:16,A,Paid Search,Desktop
102045,application_start,2026-08-10 11:52:51,A,Paid Search,Desktop
102045,kyc_complete,2026-08-10 11:43:01,A,Paid Search,Desktop
102045,funding,2026-08-10 11:19:27,A,Paid Search,Desktop
102045,account_opened,2026-08-10 12:26:53,A,Paid Search,Desktop
102046,landing_page,2026-08-24 00:37:15,B,Email,Mobile
102046,application_start,2026-08-24 00:49:24,B,Email,Mobile
102046,kyc_complete,2026-08-24 00:41:14,B,Email,Mobile
102047,landing_page,2026-08-09 07:54:47,A,Social,Mobile
102048,landing_page,2026-08-25 00:42:46,A,Email,Mobile
102049,landing_page,2026-08-17 13:00:37,B,Email,Mobile
102049,application_start,2026-08-17 13:59:04,B,Email,Mobile
102049,kyc_complete,2026-08-17 13:45:15,B,Email,Mobile
102049,funding,2026-08-17 12:57:32,B,Email,Mobile
102049,account_opened,2026-08-17 13:12:39,B,Email,Mobile
102050,landing_page,2026-08-13 19:05:04,A,Organic Search,Desktop
102050,application_start,2026-08-13 18:20:47,A,Organic Search,Desktop
102050,kyc_complete,2026-08-13 19:00:22,A,Organic Search,Desktop
102050,funding,2026-08-13 19:30:06,A,Organic Search,Desktop
102050,account_opened,2026-08-13 18:13:30,A,Organic Search,Desktop
102051,landing_page,2026-08-25 07:26:51,A,Email,Mobile
102052,landing_page,2026-08-23 07:03:45,A,Direct,Desktop
102053,landing_page,2026-08-15 10:59:51,A,Email,Mobile
102053,application_start,2026-08-15 09:51:01,A,Email,Mobile
102053,kyc_complete,2026-08-15 10:38:19,A,Email,Mobile
